# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-10-07 23:20:55 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02336240 S.F. PEACHTREE CREEK JOHNSON RD, NEAR ATLANTA, GA
# -----------------------------------------------------------------------------------
#
# Data provided for site 02336240
#            TS   parameter     Description
#         39623       00065     Gage height, feet
#         39624       00060     Discharge, cubic feet per second
#         39626       00010     Temperature, water, degrees Celsius
#         39627       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius
#         39628       00300     Dissolved oxygen, water, unfiltered, milligrams per liter
#         39629       00400     pH, water, unfiltered, field, standard units
#         39630       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	39623_00065	39623_00065_cd	39624_00060	39624_00060_cd	39626_00010	39626_00010_cd	39627_00095	39627_00095_cd	39628_00300	39628_00300_cd	39629_00400	39629_00400_cd	39630_63680	39630_63680_cd
USGS	02336240	2020-03-28 02:15	EDT	3.83	A	31.1	A	18.8	A	127	A	8.2	A	7.1	A		
USGS	02336240	2020-03-28 02:30	EDT	3.83	A	31.1	A	18.7	A	127	A	8.1	A	7.1	A		
USGS	02336240	2020-03-28 02:45	EDT	3.83	A	31.1	A	18.7	A	127	A	8.2	A	7.1	A		
USGS	02336240	2020-03-28 03:00	EDT	3.82	A	30.3	A	18.7	A	127	A	8.2	A	7.1	A		
USGS	02336240	2020-03-28 03:15	EDT	3.82	A	30.3	A	18.6	A	127	A	8.2	A	7.1	A		
USGS	02336240	2020-03-28 03:30	EDT	3.82	A	30.3	A	18.6	A	127	A	8.2	A	7.1	A		
USGS	02336240	2020-03-28 03:45	EDT	3.83	A	31.1	A	18.6	A	127	A	8.2	A	7.1	A		
USGS	02336240	2020-03-28 04:00	EDT	3.82	A	30.3	A	18.6	A	127	A	8.2	A	7.1	A		
USGS	02336240	2020-03-28 04:15	EDT	3.82	A	30.3	A	18.5	A	127	A	8.2	A	7.1	A		
USGS	02336240	2020-03-28 04:30	EDT	3.82	A	30.3	A	18.5	A	127	A	8.2	A	7.1	A		
USGS	02336240	2020-03-28 04:45	EDT	3.82	A	30.3	A	18.4	A	127	A	8.2	A	7.1	A		
USGS	02336240	2020-03-28 05:00	EDT	3.82	A	30.3	A	18.4	A	127	A	8.2	A	7.1	A		
USGS	02336240	2020-03-28 05:15	EDT	3.82	A	30.3	A	18.4	A	127	A	8.2	A	7.1	A		
USGS	02336240	2020-03-28 05:30	EDT	3.82	A	30.3	A	18.4	A	127	A	8.2	A	7.1	A		
USGS	02336240	2020-03-28 05:45	EDT	3.82	A	30.3	A	18.3	A	128	A	8.2	A	7.1	A		
USGS	02336240	2020-03-28 06:00	EDT	3.82	A	30.3	A	18.3	A	128	A	8.3	A	7.1	A		
USGS	02336240	2020-03-28 06:15	EDT	3.82	A	30.3	A	18.3	A	128	A	8.2	A	7.1	A		
USGS	02336240	2020-03-28 06:30	EDT	3.82	A	30.3	A	18.2	A	128	A	8.3	A	7.1	A		
USGS	02336240	2020-03-28 06:45	EDT	3.82	A	30.3	A	18.2	A	128	A	8.3	A	7.1	A		
USGS	02336240	2020-03-28 07:00	EDT	3.82	A	30.3	A	18.2	A	128	A	8.3	A	7.1	A		
USGS	02336240	2020-03-28 07:15	EDT	3.82	A	30.3	A	18.2	A	128	A	8.3	A	7.1	A		
USGS	02336240	2020-03-28 07:30	EDT	3.82	A	30.3	A	18.2	A	128	A	8.3	A	7.1	A		
USGS	02336240	2020-03-28 07:45	EDT	3.82	A	30.3	A	18.2	A	128	A	8.3	A	7.1	A		
USGS	02336240	2020-03-28 08:00	EDT	3.82	A	30.3	A	18.2	A	128	A	8.3	A	7.1	A		
USGS	02336240	2020-03-28 08:15	EDT	3.82	A	30.3	A	18.2	A	128	A	8.2	A	7.1	A		
USGS	02336240	2020-03-28 08:30	EDT	3.81	A	29.6	A	18.2	A	128	A	8.3	A	7.1	A		
USGS	02336240	2020-03-28 08:45	EDT	3.82	A	30.3	A	18.2	A	128	A	8.3	A	7.1	A		
USGS	02336240	2020-03-28 09:00	EDT	3.82	A	30.3	A	18.2	A	128	A	8.3	A	7.1	A		
USGS	02336240	2020-03-28 09:15	EDT	3.82	A	30.3	A	18.2	A	128	A	8.4	A	7.2	A		
USGS	02336240	2020-03-28 09:30	EDT	3.82	A	30.3	A	18.2	A	128	A	8.4	A	7.2	A		
USGS	02336240	2020-03-28 09:45	EDT	3.81	A	29.6	A	18.2	A	128	A	8.4	A	7.2	A		
USGS	02336240	2020-03-28 10:00	EDT	3.81	A	29.6	A	18.2	A	128	A	8.4	A	7.2	A		
USGS	02336240	2020-03-28 10:15	EDT	3.81	A	29.6	A	18.2	A	128	A	8.5	A	7.2	A		
USGS	02336240	2020-03-28 10:30	EDT	3.81	A	29.6	A	18.3	A	128	A	8.5	A	7.2	A		
USGS	02336240	2020-03-28 10:45	EDT	3.81	A	29.6	A	18.3	A	128	A	8.6	A	7.2	A		
USGS	02336240	2020-03-28 11:00	EDT	3.81	A	29.6	A	18.4	A	128	A	8.7	A	7.2	A		
USGS	02336240	2020-03-28 11:15	EDT	3.81	A	29.6	A	18.4	A	128	A	8.7	A	7.2	A		
USGS	02336240	2020-03-28 11:30	EDT	3.81	A	29.6	A	18.5	A	128	A	8.8	A	7.2	A		
USGS	02336240	2020-03-28 11:45	EDT	3.81	A	29.6	A	18.6	A	128	A	8.9	A	7.2	A		
USGS	02336240	2020-03-28 12:00	EDT	3.81	A	29.6	A	18.7	A	128	A	9.0	A	7.2	A		
USGS	02336240	2020-03-28 12:15	EDT	3.81	A	29.6	A	18.8	A	128	A	9.0	A	7.2	A		
USGS	02336240	2020-03-28 12:30	EDT	3.81	A	29.6	A	19.0	A	128	A	9.1	A	7.3	A		
USGS	02336240	2020-03-28 12:45	EDT	3.81	A	29.6	A	19.2	A	128	A	9.1	A	7.3	A		
USGS	02336240	2020-03-28 13:00	EDT	3.81	A	29.6	A	19.3	A	128	A	9.2	A	7.3	A		
USGS	02336240	2020-03-28 13:15	EDT	3.81	A	29.6	A	19.4	A	128	A	9.2	A	7.3	A		
USGS	02336240	2020-03-28 13:30	EDT	3.81	A	29.6	A	19.6	A	128	A	9.3	A	7.3	A		
USGS	02336240	2020-03-28 13:45	EDT	3.81	A	29.6	A	19.8	A	128	A	9.3	A	7.3	A		
USGS	02336240	2020-03-28 14:00	EDT	3.81	A	29.6	A	20.0	A	128	A	9.4	A	7.3	A		
USGS	02336240	2020-03-28 14:15	EDT	3.81	A	29.6	A	20.2	A	128	A	9.4	A	7.3	A		
USGS	02336240	2020-03-28 14:30	EDT	3.81	A	29.6	A	20.4	A	128	A	9.4	A	7.3	A		
USGS	02336240	2020-03-28 14:45	EDT	3.81	A	29.6	A	20.6	A	128	A	9.4	A	7.3	A		
USGS	02336240	2020-03-28 15:00	EDT	3.81	A	29.6	A	20.7	A	128	A	9.4	A	7.4	A		
USGS	02336240	2020-03-28 15:15	EDT	3.81	A	29.6	A	20.8	A	128	A	9.4	A	7.4	A		
USGS	02336240	2020-03-28 15:30	EDT	3.81	A	29.6	A	20.9	A	128	A	9.4	A	7.4	A		
USGS	02336240	2020-03-28 15:45	EDT	3.81	A	29.6	A	21.0	A	128	A	9.3	A	7.4	A		
USGS	02336240	2020-03-28 16:00	EDT	3.81	A	29.6	A	21.1	A	127	A	9.3	A	7.4	A		
USGS	02336240	2020-03-28 16:15	EDT	3.81	A	29.6	A	21.1	A	128	A	9.2	A	7.4	A		
USGS	02336240	2020-03-28 16:30	EDT	3.80	A	28.9	A	21.2	A	128	A	9.3	A	7.4	A		
USGS	02336240	2020-03-28 16:45	EDT	3.81	A	29.6	A	21.2	A	128	A	9.2	A	7.4	A		
USGS	02336240	2020-03-28 17:00	EDT	3.80	A	28.9	A	21.2	A	128	A	9.2	A	7.4	A		
USGS	02336240	2020-03-28 17:15	EDT	3.81	A	29.6	A	21.3	A	128	A	9.1	A	7.3	A		
USGS	02336240	2020-03-28 17:30	EDT	3.81	A	29.6	A	21.3	A	128	A	9.0	A	7.3	A		
USGS	02336240	2020-03-28 17:45	EDT	3.80	A	28.9	A	21.3	A	128	A	9.0	A	7.3	A		
USGS	02336240	2020-03-28 18:00	EDT	3.81	A	29.6	A	21.2	A	128	A	8.9	A	7.3	A		
USGS	02336240	2020-03-28 18:15	EDT	3.81	A	29.6	A	21.2	A	128	A	8.8	A	7.3	A		
USGS	02336240	2020-03-28 18:30	EDT	3.80	A	28.9	A	21.2	A	128	A	8.7	A	7.3	A		
USGS	02336240	2020-03-28 18:45	EDT	3.80	A	28.9	A	21.1	A	128	A	8.6	A	7.3	A		
USGS	02336240	2020-03-28 19:00	EDT	3.81	A	29.6	A	21.0	A	128	A	8.6	A	7.3	A		
USGS	02336240	2020-03-28 19:15	EDT	3.80	A	28.9	A	21.0	A	129	A	8.5	A	7.2	A		
USGS	02336240	2020-03-28 19:30	EDT	3.80	A	28.9	A	20.9	A	129	A	8.4	A	7.2	A		
USGS	02336240	2020-03-28 19:45	EDT	3.80	A	28.9	A	20.8	A	129	A	8.4	A	7.2	A		
USGS	02336240	2020-03-28 20:00	EDT	3.80	A	28.9	A	20.8	A	129	A	8.3	A	7.2	A		
USGS	02336240	2020-03-28 20:15	EDT	3.80	A	28.9	A	20.7	A	129	A	8.2	A	7.2	A		
USGS	02336240	2020-03-28 20:30	EDT	3.80	A	28.9	A	20.7	A	129	A	8.2	A	7.2	A		
USGS	02336240	2020-03-28 20:45	EDT	3.80	A	28.9	A	20.6	A	129	A	8.1	A	7.2	A		
USGS	02336240	2020-03-28 21:00	EDT	3.80	A	28.9	A	20.6	A	130	A	8.0	A	7.2	A		
USGS	02336240	2020-03-28 21:15	EDT	3.80	A	28.9	A	20.5	A	130	A	8.0	A	7.2	A		
USGS	02336240	2020-03-28 21:30	EDT	3.80	A	28.9	A	20.5	A	130	A	7.9	A	7.2	A		
USGS	02336240	2020-03-28 21:45	EDT	3.80	A	28.9	A	20.5	A	130	A	7.9	A	7.2	A		
USGS	02336240	2020-03-28 22:00	EDT	3.80	A	28.9	A	20.4	A	130	A	7.9	A	7.1	A		
USGS	02336240	2020-03-28 22:15	EDT	3.80	A	28.9	A	20.4	A	130	A	7.8	A	7.1	A		
USGS	02336240	2020-03-28 22:30	EDT	3.80	A	28.9	A	20.4	A	130	A	7.8	A	7.1	A		
USGS	02336240	2020-03-28 22:45	EDT	3.80	A	28.9	A	20.3	A	130	A	7.8	A	7.1	A		
USGS	02336240	2020-03-28 23:00	EDT	3.80	A	28.9	A	20.3	A	130	A	7.8	A	7.1	A		
USGS	02336240	2020-03-28 23:15	EDT	3.80	A	28.9	A	20.3	A	130	A	7.8	A	7.1	A		
USGS	02336240	2020-03-28 23:30	EDT	3.80	A	28.9	A	20.3	A	130	A	7.8	A	7.1	A		
USGS	02336240	2020-03-28 23:45	EDT	3.80	A	28.9	A	20.2	A	130	A	7.8	A	7.1	A		
USGS	02336240	2020-03-29 00:00	EDT	3.80	A	28.9	A	20.2	A	130	A	7.8	A	7.1	A		
USGS	02336240	2020-03-29 00:15	EDT	3.80	A	28.9	A	20.2	A	130	A	7.8	A	7.1	A		
USGS	02336240	2020-03-29 00:30	EDT	3.80	A	28.9	A	20.2	A	130	A	7.8	A	7.1	A		
USGS	02336240	2020-03-29 00:45	EDT	3.80	A	28.9	A	20.2	A	130	A	7.8	A	7.1	A		
USGS	02336240	2020-03-29 01:00	EDT	3.79	A	28.2	A	20.2	A	130	A	7.8	A	7.1	A		
USGS	02336240	2020-03-29 01:15	EDT	3.80	A	28.9	A	20.2	A	130	A	7.8	A	7.1	A		
USGS	02336240	2020-03-29 01:30	EDT	3.80	A	28.9	A	20.1	A	130	A	7.8	A	7.1	A		
USGS	02336240	2020-03-29 01:45	EDT	3.80	A	28.9	A	20.1	A	130	A	7.8	A	7.1	A		
USGS	02336240	2020-03-29 02:00	EDT	3.80	A	28.9	A	20.1	A	130	A	7.8	A	7.1	A		
USGS	02336240	2020-03-29 02:15	EDT	3.80	A	28.9	A	20.1	A	131	A	7.8	A	7.1	A		
USGS	02336240	2020-03-29 02:30	EDT	3.80	A	28.9	A	20.1	A	131	A	7.8	A	7.1	A		
USGS	02336240	2020-03-29 02:45	EDT	3.80	A	28.9	A	20.0	A	131	A	7.8	A	7.1	A		
USGS	02336240	2020-03-29 03:00	EDT	3.80	A	28.9	A	20.0	A	132	A	7.8	A	7.1	A		
USGS	02336240	2020-03-29 03:15	EDT	3.80	A	28.9	A	20.0	A	132	A	7.8	A	7.1	A		
USGS	02336240	2020-03-29 03:30	EDT	3.80	A	28.9	A	19.9	A	132	A	7.8	A	7.1	A		
USGS	02336240	2020-03-29 03:45	EDT	3.80	A	28.9	A	19.9	A	132	A	7.8	A	7.1	A		
USGS	02336240	2020-03-29 04:00	EDT	3.80	A	28.9	A	19.9	A	133	A	7.8	A	7.1	A		
USGS	02336240	2020-03-29 04:15	EDT	3.80	A	28.9	A	19.8	A	133	A	7.9	A	7.1	A		
USGS	02336240	2020-03-29 04:30	EDT	3.80	A	28.9	A	19.8	A	133	A	7.9	A	7.1	A		
USGS	02336240	2020-03-29 04:45	EDT	3.80	A	28.9	A	19.8	A	133	A	7.9	A	7.1	A		
USGS	02336240	2020-03-29 05:00	EDT	3.80	A	28.9	A	19.7	A	134	A	7.9	A	7.1	A		
USGS	02336240	2020-03-29 05:15	EDT	3.80	A	28.9	A	19.7	A	134	A	7.9	A	7.1	A		
USGS	02336240	2020-03-29 05:30	EDT	3.80	A	28.9	A	19.7	A	135	A	7.9	A	7.1	A		
USGS	02336240	2020-03-29 05:45	EDT	3.80	A	28.9	A	19.7	A	136	A	7.9	A	7.2	A		
USGS	02336240	2020-03-29 06:00	EDT	3.80	A	28.9	A	19.6	A	136	A	7.9	A	7.2	A		
USGS	02336240	2020-03-29 06:15	EDT	3.80	A	28.9	A	19.6	A	137	A	7.9	A	7.2	A		
USGS	02336240	2020-03-29 06:30	EDT	3.80	A	28.9	A	19.6	A	137	A	7.9	A	7.2	A		
USGS	02336240	2020-03-29 06:45	EDT	3.80	A	28.9	A	19.6	A	137	A	7.9	A	7.2	A		
USGS	02336240	2020-03-29 07:00	EDT	3.80	A	28.9	A	19.6	A	138	A	7.9	A	7.2	A		
USGS	02336240	2020-03-29 07:15	EDT	3.80	A	28.9	A	19.6	A	138	A	7.9	A	7.2	A		
USGS	02336240	2020-03-29 07:30	EDT	3.80	A	28.9	A	19.5	A	139	A	7.9	A	7.2	A		
USGS	02336240	2020-03-29 07:45	EDT	3.80	A	28.9	A	19.5	A	139	A	7.9	A	7.2	A		
USGS	02336240	2020-03-29 08:00	EDT	3.80	A	28.9	A	19.5	A	139	A	7.9	A	7.2	A		
USGS	02336240	2020-03-29 08:15	EDT	3.80	A	28.9	A	19.5	A	139	A	8.0	A	7.2	A		
USGS	02336240	2020-03-29 08:30	EDT	3.80	A	28.9	A	19.5	A	139	A	8.0	A	7.2	A		
USGS	02336240	2020-03-29 08:45	EDT	3.79	A	28.2	A	19.5	A	139	A	8.0	A	7.2	A		
USGS	02336240	2020-03-29 09:00	EDT	3.79	A	28.2	A	19.5	A	139	A	8.0	A	7.2	A		
USGS	02336240	2020-03-29 09:15	EDT	3.79	A	28.2	A	19.5	A	138	A	8.1	A	7.2	A		
USGS	02336240	2020-03-29 09:30	EDT	3.79	A	28.2	A	19.5	A	138	A	8.1	A	7.2	A		
USGS	02336240	2020-03-29 09:45	EDT	3.79	A	28.2	A	19.6	A	138	A	8.2	A	7.2	A		
USGS	02336240	2020-03-29 10:00	EDT	3.79	A	28.2	A	19.6	A	138	A	8.2	A	7.2	A		
USGS	02336240	2020-03-29 10:15	EDT	3.79	A	28.2	A	19.6	A	138	A	8.2	A	7.2	A		
USGS	02336240	2020-03-29 10:30	EDT	3.78	A	27.5	A	19.6	A	137	A	8.3	A	7.2	A		
USGS	02336240	2020-03-29 10:45	EDT	3.78	A	27.5	A	19.7	A	137	A	8.4	A	7.2	A		
USGS	02336240	2020-03-29 11:00	EDT	3.78	A	27.5	A	19.8	A	137	A	8.5	A	7.2	A		
USGS	02336240	2020-03-29 11:15	EDT	3.78	A	27.5	A	19.8	A	137	A	8.5	A	7.2	A		
USGS	02336240	2020-03-29 11:30	EDT	3.78	A	27.5	A	19.9	A	137	A	8.5	A	7.3	A		
USGS	02336240	2020-03-29 11:45	EDT	3.78	A	27.5	A	19.8	A	136	A	8.6	A	7.3	A		
USGS	02336240	2020-03-29 12:00	EDT	3.78	A	27.5	A	19.9	A	136	A	8.7	A	7.3	A		
USGS	02336240	2020-03-29 12:15	EDT	3.78	A	27.5	A	20.0	A	136	A	8.8	A	7.3	A		
USGS	02336240	2020-03-29 12:30	EDT	3.78	A	27.5	A	20.1	A	136	A	8.8	A	7.3	A		
USGS	02336240	2020-03-29 12:45	EDT	3.78	A	27.5	A	20.3	A	136	A	8.9	A	7.3	A		
USGS	02336240	2020-03-29 13:00	EDT	3.78	A	27.5	A	20.4	A	136	A	9.0	A	7.3	A		
USGS	02336240	2020-03-29 13:15	EDT	3.78	A	27.5	A	20.5	A	135	A	9.0	A	7.3	A		
USGS	02336240	2020-03-29 13:30	EDT	3.78	A	27.5	A	20.5	A	135	A	9.1	A	7.4	A		
USGS	02336240	2020-03-29 13:45	EDT	3.78	A	27.5	A	20.6	A	135	A	9.1	A	7.4	A		
USGS	02336240	2020-03-29 14:00	EDT	3.78	A	27.5	A	20.6	A	135	A	9.2	A	7.4	A		
USGS	02336240	2020-03-29 14:15	EDT	3.78	A	27.5	A	20.6	A	135	A	9.2	A	7.4	A		
USGS	02336240	2020-03-29 14:30	EDT	3.78	A	27.5	A	20.6	A	135	A	9.2	A	7.4	A		
USGS	02336240	2020-03-29 14:45	EDT	3.78	A	27.5	A	20.6	A	135	A	9.2	A	7.4	A		
USGS	02336240	2020-03-29 15:00	EDT	3.77	A	26.9	A	20.7	A	135	A	9.2	A	7.4	A		
USGS	02336240	2020-03-29 15:15	EDT	3.78	A	27.5	A	20.7	A	135	A	9.3	A	7.4	A		
USGS	02336240	2020-03-29 15:30	EDT	3.77	A	26.9	A	20.8	A	134	A	9.3	A	7.4	A		
USGS	02336240	2020-03-29 15:45	EDT	3.77	A	26.9	A	20.8	A	134	A	9.3	A	7.4	A		
USGS	02336240	2020-03-29 16:00	EDT	3.77	A	26.9	A	20.7	A	134	A	9.3	A	7.4	A		
USGS	02336240	2020-03-29 16:15	EDT	3.78	A	27.5	A	20.7	A	134	A	9.3	A	7.4	A		
USGS	02336240	2020-03-29 16:30	EDT	3.77	A	26.9	A	20.7	A	134	A	9.3	A	7.4	A		
USGS	02336240	2020-03-29 16:45	EDT	3.78	A	27.5	A	20.7	A	134	A	9.2	A	7.4	A		
USGS	02336240	2020-03-29 17:00	EDT	3.77	A	26.9	A	20.7	A	134	A	9.2	A	7.4	A		
USGS	02336240	2020-03-29 17:15	EDT	3.78	A	27.5	A	20.7	A	134	A	9.2	A	7.4	A		
USGS	02336240	2020-03-29 17:30	EDT	3.77	A	26.9	A	20.7	A	134	A	9.2	A	7.4	A		
USGS	02336240	2020-03-29 17:45	EDT	3.77	A	26.9	A	20.6	A	134	A	9.1	A	7.4	A		
USGS	02336240	2020-03-29 18:00	EDT	3.77	A	26.9	A	20.6	A	133	A	9.1	A	7.4	A		
USGS	02336240	2020-03-29 18:15	EDT	3.77	A	26.9	A	20.6	A	133	A	9.0	A	7.4	A		
USGS	02336240	2020-03-29 18:30	EDT	3.77	A	26.9	A	20.5	A	133	A	8.9	A	7.4	A		
USGS	02336240	2020-03-29 18:45	EDT	3.77	A	26.9	A	20.4	A	133	A	8.8	A	7.4	A		
USGS	02336240	2020-03-29 19:00	EDT	3.77	A	26.9	A	20.4	A	132	A	8.8	A	7.3	A		
USGS	02336240	2020-03-29 19:15	EDT	3.77	A	26.9	A	20.3	A	132	A	8.7	A	7.3	A		
USGS	02336240	2020-03-29 19:30	EDT	3.77	A	26.9	A	20.2	A	132	A	8.6	A	7.3	A		
USGS	02336240	2020-03-29 19:45	EDT	3.77	A	26.9	A	20.2	A	132	A	8.5	A	7.3	A		
USGS	02336240	2020-03-29 20:00	EDT	3.77	A	26.9	A	20.1	A	132	A	8.5	A	7.3	A		
USGS	02336240	2020-03-29 20:15	EDT	3.77	A	26.9	A	20.0	A	132	A	8.4	A	7.3	A		
USGS	02336240	2020-03-29 20:30	EDT	3.77	A	26.9	A	20.0	A	133	A	8.3	A	7.2	A		
USGS	02336240	2020-03-29 20:45	EDT	3.77	A	26.9	A	19.9	A	133	A	8.2	A	7.2	A		
USGS	02336240	2020-03-29 21:00	EDT	3.77	A	26.9	A	19.8	A	133	A	8.2	A	7.2	A		
USGS	02336240	2020-03-29 21:15	EDT	3.76	A	26.2	A	19.8	A	133	A	8.1	A	7.2	A		
USGS	02336240	2020-03-29 21:30	EDT	3.77	A	26.9	A	19.7	A	133	A	8.1	A	7.2	A		
USGS	02336240	2020-03-29 21:45	EDT	3.76	A	26.2	A	19.6	A	133	A	8.1	A	7.2	A		
USGS	02336240	2020-03-29 22:00	EDT	3.77	A	26.9	A	19.6	A	133	A	8.0	A	7.2	A		
USGS	02336240	2020-03-29 22:15	EDT	3.76	A	26.2	A	19.5	A	134	A	8.0	A	7.2	A		
USGS	02336240	2020-03-29 22:30	EDT	3.77	A	26.9	A	19.5	A	134	A	8.0	A	7.2	A		
USGS	02336240	2020-03-29 22:45	EDT	3.76	A	26.2	A	19.4	A	134	A	8.0	A	7.2	A		
USGS	02336240	2020-03-29 23:00	EDT	3.76	A	26.2	A	19.3	A	134	A	8.0	A	7.2	A		
USGS	02336240	2020-03-29 23:15	EDT	3.76	A	26.2	A	19.3	A	134	A	8.1	A	7.2	A		
USGS	02336240	2020-03-29 23:30	EDT	3.76	A	26.2	A	19.2	A	134	A	8.1	A	7.2	A		
USGS	02336240	2020-03-29 23:45	EDT	3.76	A	26.2	A	19.2	A	134	A	8.0	A	7.2	A		
USGS	02336240	2020-03-30 00:00	EDT	3.77	A	26.9	A	19.1	A	134	A	8.1	A	7.2	A		
USGS	02336240	2020-03-30 00:15	EDT	3.76	A	26.2	A	19.1	A	134	A	8.0	A	7.2	A		
USGS	02336240	2020-03-30 00:30	EDT	3.76	A	26.2	A	19.0	A	134	A	8.1	A	7.2	A		
USGS	02336240	2020-03-30 00:45	EDT	3.76	A	26.2	A	19.0	A	134	A	8.1	A	7.2	A		
USGS	02336240	2020-03-30 01:00	EDT	3.76	A	26.2	A	19.0	A	134	A	8.1	A	7.2	A		
USGS	02336240	2020-03-30 01:15	EDT	3.76	A	26.2	A	18.9	A	134	A	8.1	A	7.2	A		
USGS	02336240	2020-03-30 01:30	EDT	3.76	A	26.2	A	18.9	A	134	A	8.1	A	7.2	A		
USGS	02336240	2020-03-30 01:45	EDT	3.76	A	26.2	A	18.8	A	134	A	8.1	A	7.2	A		
USGS	02336240	2020-03-30 02:00	EDT	3.76	A	26.2	A	18.8	A	134	A	8.1	A	7.2	A		
USGS	02336240	2020-03-30 02:15	EDT	3.76	A	26.2	A	18.8	A	134	A	8.1	A	7.2	A		
USGS	02336240	2020-03-30 02:30	EDT	3.76	A	26.2	A	18.7	A	134	A	8.1	A	7.2	A		
USGS	02336240	2020-03-30 02:45	EDT	3.76	A	26.2	A	18.7	A	134	A	8.1	A	7.2	A		
USGS	02336240	2020-03-30 03:00	EDT	3.76	A	26.2	A	18.6	A	134	A	8.2	A	7.2	A		
USGS	02336240	2020-03-30 03:15	EDT	3.76	A	26.2	A	18.6	A	134	A	8.2	A	7.2	A		
USGS	02336240	2020-03-30 03:30	EDT	3.76	A	26.2	A	18.6	A	134	A	8.2	A	7.2	A		
USGS	02336240	2020-03-30 03:45	EDT	3.76	A	26.2	A	18.5	A	134	A	8.2	A	7.2	A		
USGS	02336240	2020-03-30 04:00	EDT	3.76	A	26.2	A	18.4	A	134	A	8.2	A	7.2	A		
USGS	02336240	2020-03-30 04:15	EDT	3.76	A	26.2	A	18.4	A	134	A	8.2	A	7.2	A		
USGS	02336240	2020-03-30 04:30	EDT	3.76	A	26.2	A	18.4	A	134	A	8.2	A	7.2	A		
USGS	02336240	2020-03-30 04:45	EDT	3.76	A	26.2	A	18.3	A	134	A	8.2	A	7.2	A		
USGS	02336240	2020-03-30 05:00	EDT	3.76	A	26.2	A	18.2	A	134	A	8.2	A	7.2	A		
USGS	02336240	2020-03-30 05:15	EDT	3.76	A	26.2	A	18.2	A	134	A	8.2	A	7.2	A		
USGS	02336240	2020-03-30 05:30	EDT	3.76	A	26.2	A	18.2	A	134	A	8.3	A	7.2	A		
USGS	02336240	2020-03-30 05:45	EDT	3.76	A	26.2	A	18.1	A	134	A	8.2	A	7.2	A		
USGS	02336240	2020-03-30 06:00	EDT	3.76	A	26.2	A	18.0	A	134	A	8.2	A	7.2	A		
USGS	02336240	2020-03-30 06:15	EDT	3.75	A	25.6	A	18.0	A	134	A	8.2	A	7.2	A		
USGS	02336240	2020-03-30 06:30	EDT	3.76	A	26.2	A	17.9	A	134	A	8.3	A	7.2	A		
USGS	02336240	2020-03-30 06:45	EDT	3.75	A	25.6	A	17.9	A	134	A	8.3	A	7.2	A		
USGS	02336240	2020-03-30 07:00	EDT	3.76	A	26.2	A	17.8	A	134	A	8.3	A	7.2	A		
USGS	02336240	2020-03-30 07:15	EDT	3.75	A	25.6	A	17.8	A	134	A	8.3	A	7.2	A		
USGS	02336240	2020-03-30 07:30	EDT	3.76	A	26.2	A	17.7	A	134	A	8.3	A	7.2	A		
USGS	02336240	2020-03-30 07:45	EDT	3.76	A	26.2	A	17.7	A	134	A	8.3	A	7.2	A		
USGS	02336240	2020-03-30 08:00	EDT	3.76	A	26.2	A	17.6	A	134	A	8.3	A	7.2	A		
USGS	02336240	2020-03-30 08:15	EDT	3.76	A	26.2	A	17.6	A	134	A	8.4	A	7.2	A		
USGS	02336240	2020-03-30 08:30	EDT	3.76	A	26.2	A	17.6	A	134	A	8.4	A	7.2	A		
USGS	02336240	2020-03-30 08:45	EDT	3.75	A	25.6	A	17.5	A	134	A	8.5	A	7.2	A		
USGS	02336240	2020-03-30 09:00	EDT	3.75	A	25.6	A	17.5	A	134	A	8.5	A	7.2	A		
USGS	02336240	2020-03-30 09:15	EDT	3.75	A	25.6	A	17.4	A	134	A	8.7	A			2.5	A
USGS	02336240	2020-03-30 09:30	EDT	3.75	A	25.6	A	17.4	A	134	A	8.7	A	7.2	A	2.3	A
USGS	02336240	2020-03-30 09:45	EDT	3.75	A	25.6	A	17.4	A	134	A	8.8	A	7.2	A	2.4	A
USGS	02336240	2020-03-30 10:00	EDT	3.75	A	25.6	A	17.5	A	134	A	8.8	A	7.2	A	2.2	A
USGS	02336240	2020-03-30 10:15	EDT	3.75	A	25.6	A	17.5	A	134	A	8.9	A	7.2	A	2.3	A
USGS	02336240	2020-03-30 10:30	EDT	3.75	A	25.6	A	17.5	A	134	A	9.0	A	7.3	A	2.3	A
